"Крошка 1";"Крошка 2";"Крошка 3";Ссылка;Название;Цена;"Ед. изм.";"Изображение 1";"Изображение 2";"Изображение 3";"Изображение 4";"Изображение 5";"Изображение 6";"Изображение 7";"Изображение 8";Габариты;"базовая единица";бренд;"вес в упаковке кг";давление;"количество пистолетов";"максимальная производительность л/мин";"максимальное сопло";"максимальный расход краски";"масса без упаковки (нетто)";"масса нетто 1 упаковки кг";"масса с упаковкой (брутто)";мотор;"мощность двигателя";назначение;напряжение;"напряжение сети в";новокузнецк;"производительность л/м";"склад со основной склад грибки";"склад со челябинск";"страна изготовитель";"страна производства";Описание
"Окрасочное оборудование";"Окрасочные аппараты";"Безвоздушные окрасочные аппараты";https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/bezvozdushnie/yokiji-ykj1020.html;"Yokiji YKJ1020 окрасочный аппарат";219700.00;Руб/шт;https://navsl.ruhttps://navsl.ru/image/cache/catalog/1blog/1foto/bbv1x5h4tnx6hpldvedb3ylafa1fho3a-1000x1000.jpeg;;;;;;;;-x-x-;;;;"227 бар";;;;;;;;;;;;;;;;;;;"YOKIJI YKJ1020 – окрасочный аппарат для распыления материалов низкой, средней и высокой вязкости; оснащен выходами на 2 малярных поста. Аппарат имеет высокую скоростью подачи материала - производительность до 6,2 л/мин., при этом более компактный размер и меньший вес по сравнению с аналогичными агрегатами. Подключение шланга возможно до 90 метров при работе материалами низкой и средней вязкости на 1 пост и до 45 метров на 2 поста.
Мощность 3 кВт и поддерживаемое давление 227 Бар обеспечивают высокое качество покрытия при нанесении интерьерных красок, вязких эмалей, огнезащитных покрытий, грунтов. Работает от розетки 220 В. 
Комплектация:
	• аппарат на двухколесной тележке;
	• шланг высокого давления;
	• удочка;
	• краскопульт высокого давления для безвоздушного распыления ЛКМ;
	• сопла 631, 629;
	• инструкция по эксплуатации.
Преимущества модели:
	• возможность работы на 2 поста;
	• компактность и небольшой вес;
	• универсальность: можно использовать сопла разного диаметра, работать с лакокрасочными материалами разной степени вязкости (в том числе с эмалями, грунтовками и огнезащитными красками по металлу, латексными и акриловыми красками, и тд.);
	• высокая скорость распыления и равномерное нанесение ЛКМ;
	• отличное качество окраски (модель предназначена для профессионального выполнения разных видов покрасочных работ)
"
"Окрасочное оборудование";"Окрасочные аппараты";"Разметочные машины";https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/razmetochnye-mashiny/razmetochnaya-mashina-avs-2500dr-komplekt-na-1-pistolet-2-5l-min-220-bar.html;"Разметочная машина AvS-2500DR, комплект на 1 пистолет (2,5л/мин, 220 бар)";211900.00;Руб/шт;https://navsl.ruhttps://navsl.ru/image/cache/catalog/YMLb863ac0398955e58e960bd772659c7b6/0/IMGf6f8a7c9537849e82ff9ca7b900f91d3-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/YMLb863ac0398955e58e960bd772659c7b6/0/IMGc332c5e6eeadbaa7ddd53ad5a7473d37-1000x1000.jpg;;;;;;;-x-x-;шт;;;;;;;;;102;;;;;;;;;;;;;"Разметочная машина на один пистолет с поршневым насосом.

Для разметочной работы Вам не нужно тратить время на переливание краски из ведра производителя краски в иную ёмкость, а всего лишь поставить ведро с краской на специальную площадку машины и опустить гибкий патрубок в ведро с краской.

Работает разметочная машина от бензинового двигателя, краска наносится на поверхность через направленный пистолет. Движение разметочной машины не имеет привода и происходит за счет движения оператора, т.е. толкая машину и нажимая рычаги на рукоятках машины.

Есть возможность наносить прямые горизонтальные и прерывистые линии.

Можно использовать как окрасочный аппарат с автономным двигателем в местности с проблемой (или неудобством) подключения электричества. Просто снимите пистолет с кронштейна, размотайте шланг и распыляйте ЛКМ как на обычном окрасочном аппарате.

ПРЕИМУЩЕСТВА

линии наносятся под высоким давлением - высокая скорость нанесение и высокое качество дорожной разметки;

высокие колеса и жесткая тележка с использованием виброопор для аппарата сглаживают вибрации - ровные линии;

пистолет легко монтируется - можно быстро снимать и красить дорожную разметку и знаки руками;

переднее поворотное колесо установлено на кронштейне с высокой вертикальной осью - высокая точность движения по прямой благодаря увеличенной жесткости фиксации рулевого колеса;

барабанный стояночный тормоз с удобным управлением на рукоятке - машина никуда не сдвинется на стоянке под уклоном.

электронная регулировка давления позволяет обеспечить стабильный качественный факел ЛКМ.

КОМПЛЕКТАЦИЯ

аппарат с двигателем на тележке;

шланг высокого давления — 15 м;

пистолет окрасочный с соплодержателем;

сопло окрасочное;

пластификатор TSL:

набор ключей;

инструкция на русском языке.
"
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/bezvozdushnie/okrasochnyy-apparat-yokiji-ykj-1098.html;;;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/apparat-okrasochnyj-aktispray-avs-14000hd-komplekt-14-l-min-230-bar-4-kvt-220-v.html;;;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/razmetochnye-mashiny/razmetochnaya-mashina-aktispray-avs-7002mdr-komplekt-na-2-pistoleta-7-0-l-min-250-bar-benzin.html;;;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
"Окрасочное оборудование";"Окрасочные аппараты";"Штукатурные станции и машины";https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/shtukaturnie-stancii/hyvst-t-7-shtukaturnyy-apparat-elektricheskiy.html;"HYVST T-7 штукатурный аппарат электрический";199727.00;Руб/шт;https://navsl.ruhttps://navsl.ru/image/cache/catalog/YML71b0c6a29c2eae6deaec85c4373eb273/0/IMG58f44f30b9936c7828e93575e988e42a-1000x1000.jpg;;;;;;;;-x-x-;;;;;;;;;;;;;;;;220;;;;;Китай;;
"Окрасочное оборудование";"Окрасочные аппараты";"Безвоздушные окрасочные аппараты";https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/bezvozdushnie/okrasochnyy-apparat-yokiji-ykj-970-2.html;"Окрасочный аппарат YOKIJI YKJ 970.2";197901.00;Руб/шт;https://navsl.ruhttps://navsl.ru/image/cache/catalog/YMLeb363902d83fe3a087421be15eb77ee7/bezvozdushnie/IMGbcaa70b6d059aef04e1506a9285b21c1-1000x1000.jpg;;;;;;;;-x-x-;;;;;;;;10;;;;;;"Под краску";;;;;;;;;"YOKIJI YKJ 970.2 – гидропоршневой безвоздушный электрический окрасочный аппарат. Он может применяться для распыления  материалов с высокой, средней и низкой вязкости: красок, эмалей, шпаклевок, огнезащитных, гидроизоляционных, антикоррозийных и цинконаполненных  составов, мастик, грунтовок. Аппарат используется на стройплощадка при отделке помещений, зданий и сооружений, а также на производствах при покраске больших конструкций. Модель работает от розетки 220B и обладает высокой производительностью (10 л/мин); позволяет присоединять до 3 малярных постов и подавать материал на высоту до 90 метров.


Преимущества модели:


•    присоединяется к обычной розетке 220V/50Hz;

•    эффективно работает на больших объемах и с вязкими и пастообразными составами;

•    простота и надежность гидропоршневого насоса обеспечивает долговечность;

•    универсальность: подходит для лакокрасочных материалов с разной степенью вязкости, которые можно распылять с помощью безвоздушного краскопульта;

•    возможность присоединения до 3 безвоздушных краскопультов;

•    максимальная длина шланга - 90 метров.


Комплектация:


•    окрасочный аппарат на двухколесной тележке;

•    шланг 15 метров;

•    безвоздушный краскопульт;

•    поворотное реверсивное сопло с соплодержателем;

•    масло для смазки поршневого насоса;

•    инструкция по эксплуатации на русском языке.


Гарантия


Все окрасочное оборудование YOKIJI проверяется вручную на заводе-изготовителе. На все окрасочное оборудование предоставляется гарантия на отсутствие заводского брака — 12 месяцев. Обеспечивается гарантийный и послегарантийный ремонт, а также поставка запасных частей и комплектующих.
Характеристики
Артикул
YKJ970.2
Бренд
YOKIJI
Страна изготовитель
Китай
Максимальное давление, бар
228
Максимальное сопло
0,055
Мощность двигателя, КВт
4
Напряжение, В
220V
Максимальная производительность, л/мин
10
Тип насоса
Гидропоршневой
Вес нетто, кг
99,5
Вес в упаковке, кг
134,5
Размер в упаковке, см
104x80x97
Инструкция Yokiji YKJ 970.2
1.32 Mb
"
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/bezvozdushnie/okrasochnyy-apparat-schtaer-jupiter-11-2.html;"Окрасочный аппарат YOKIJI YKJ 970.2";197901.00;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/shtukaturnie-stancii/shtukaturnaya-stanciya-hyvst-spn-25.html;"Окрасочный аппарат YOKIJI YKJ 970.2";197901.00;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/apparat-okrasochnyj-aktispray-avs-12000hd-m1-komplekt-12-l-min-230-bar-4-kvt-220-v.html;"Окрасочный аппарат YOKIJI YKJ 970.2";197901.00;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/apparat-okrasochnyj-aktispray-avs-12000hd-m-komplekt-12-l-min-230-bar-4-kvt-220-v.html;"Окрасочный аппарат YOKIJI YKJ 970.2";197901.00;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/shtukaturnie-stancii/ustanovka-aktispray-avs-15-20-dlya-naneseniya-gipsovoj-shtukaturki-shpatlevki-i-t-p-vysokovyazkih-materialov-k-t-s-rukavami-i-raspylitem.html;"Окрасочный аппарат YOKIJI YKJ 970.2";197901.00;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/pokraska-iznutri/ustrojstvo-dlya-pokraski-truby-iznutri-nkp-2c.html;"Окрасочный аппарат YOKIJI YKJ 970.2";197901.00;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/porshnevye-apparaty/okrasochnyj-apparat-bezvozdushnyj-yokiji-ykj-970.html;"Окрасочный аппарат YOKIJI YKJ 970.2";197901.00;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/bezvozdushnie/okrasochnaya-ustanovka-schtaer-jupiter-12.html;"Окрасочный аппарат YOKIJI YKJ 970.2";197901.00;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/bezvozdushnie/okrasochnyy-apparat-yokiji-ykj-1060.html;"Окрасочный аппарат YOKIJI YKJ 970.2";197901.00;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/moyki-dlya-kraskopultov/drester-qr-tt-moyka-dlya-kraskopulta.html;"Окрасочный аппарат YOKIJI YKJ 970.2";197901.00;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/razmetochnye-mashiny/razmetochnaya-mashina-aktispray-avs-5500m2dr-komplekt-na-1-pistolet-5-5-l-min-250-bar-benzin.html;"Окрасочный аппарат YOKIJI YKJ 970.2";197901.00;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/bezvozdushnie/dstech-p301-l303-okrasochnyy-agregat-.html;"Окрасочный аппарат YOKIJI YKJ 970.2";197901.00;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/bezvozdushnie/schtaer-jupiter-5-1-okrasochnyy-apparat-bezvozdushnyy.html;"Окрасочный аппарат YOKIJI YKJ 970.2";197901.00;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/bezvozdushnie/6001l_komplekt_6_0_l_min_220_bar.html;"Окрасочный аппарат YOKIJI YKJ 970.2";197901.00;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
"Окрасочное оборудование";"Окрасочные аппараты";"Разметочные машины";https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/razmetochnye-mashiny/schtaer-wega-3-razmetochnaya-mashina.html;"Разметочная машина Schtaer WEGA 3";153450.00;Руб/шт;https://navsl.ruhttps://navsl.ru/image/cache/catalog/i/pj/hi/d93c55a1aefd1fec4344a6df8df78a8f-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/i/pj/hi/fcf6d5a62a722542f6d588aaff9a3801-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/i/pj/hi/57e8ff26c40e740bba454051db21652f-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/i/pj/hi/fe64cadd04ffa10cf8336386332754aa-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/i/pj/hi/8ad9c676a8f52682ec5222313617e3db-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/i/pj/hi/79a99bff159a7ecc40d5dc13fd6e5bc3-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/i/pj/hi/2a0d0b078e96b95db52c12f92f182010-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/i/pj/hi/46183284789deef27d1c184ccd714a6d-1000x1000.jpg;-x-x-;;;110;;1;;;;;;;;;;;;;;;;;;"Schtaer Wega 3 - машина для распыления дорожной разметки краской. Разметочная машина с одним краскопультом предназначена для нанесения сплошных и прерывистых линий краской на дорогу, разметки пешеходников, нанесения дорожных знаков и надписей на дорогу, разметки парковок мест около магазинов и выставочных залов, разметки спортивных площадок и футбольных полей. Разметочную машину можно использовать только с краской, пригодной для безвоздушного распыления. Также машину можно использовать для разметки дорожных бордюров, мостовых конструкций, столбов фонарного освещения, можно также ее использовать как бензиновый окрасочный агрегат и красить фасады зданий и бетонные заборы. Максимальная длина шланга 90 метров. Сопло 1908.


Преимущества:


•    высокая скорость дорожной разметки по сравнению с ручным нанесением кистью или валиком;

•    пистолет на разметочной машине снимается и это позволяет не снимать машину с Газели, а спускать только пистолет со шлангом и наносить разметку безвоздушным пистолетом вручную;

•    банка с краской устанавливается непосредственно на машину, не нужно ее вручную переносить;

•    мембранный насос для краски, установленный на машину, стоек к ""мусору"" в краске;

•    переднее колесо поворачивается и фиксируется при необходимости;

•    широкая тележка и высокие колеса смягчают возможную пульсацию от насоса с мотором;

•    на машине установлен шланг 15 метров, который позволяет вручную наносить краску на удалении от машины.


Комплектация:


•    разметочная машина на трех колесной тележке с бензиновым мотором;

•    шланг 15 метров для краски;

•    пистолет распылитель краски;

•    сопло;

•    ключи и шестигранники для смены мембраны.


Гарантия


Все разметочное оборудование проверяется вручную на заводе-изготовителе. На покрасочное оборудование предоставляется гарантия 12 месяцев на отсутствие заводского брака. Осуществляется гарантийный и послегарантийный ремонт аппаратов, поставка комплектующих.
Характеристики
Артикул
Wega3
Бренд
SCHTAER
Страна изготовитель
Китай
Максимальное давление, бар
210
Мощность двигателя, КВт
5,5
Максимальная производительность, л/мин
6
Стеклошарики
нет
Количество пистолетов
1
Тип двигателя
Бензиновый
Тип насоса
Мембранный
Вес нетто, кг
75
Вес в упаковке, кг
110
Размер в упаковке, см
105х70х71
Инструкция Schtaer WEGA 3
1.55 Mb
"
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/bezvozdushnie/okrasochnyy-apparat-schtaer-jupiter-6.html;"Разметочная машина Schtaer WEGA 3";153450.00;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
"Окрасочное оборудование";"Окрасочные аппараты";;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/apparat-okrasochnyj-aktispray-avs-6001hd-komplekt-6-0-l-min-250-bar-3000-vt-220-v-50-gc.html;"Аппарат окрасочный AktiSpray AvS-6001HD, комплект (6,0 л/мин, 250 бар, 3000 Вт, 220 В, 50 Гц)";152060.00;Руб/шт;https://navsl.ruhttps://navsl.ru/image/cache/catalog/i/ee/ml/998b16400a2d7fa25564975f516af1b1-1000x1000.jpg;https://navsl.ruhttps://navsl.ru/image/cache/catalog/i/ee/ml/794ba31eca8fe3d17282aed40d2aa7b5-1000x1000.jpg;;;;;;;-x-x-;;Aktiv;;;;;;;;;;;;;;;;;;;;Китай;"Это самый недорогой плунжерный аппарат для окраски высокого давления на нашем рынке, который позволяет наносить огнезащитные составы высокой вязкости, т.е. не потребует излишнего разбавления материала для придания ему вязкости, соответствующей возможностям насоса.

Эффективность работы с высоковязкими материалами достигается за счет высокой производительности – 6 л/мин. Производительность обеспечивается за счёт цилиндра большого объёма и длинного хода плунжера. В противном случае, достичь такой производительности плунжерный насос мог бы только за счёт большого количества циклов, что не позволило бы работать с огнезащитными красками и снизило ресурс насоса.

Большая производительность покрасочного агрегата позволяет работать двум малярам одновременно с соплами большого диаметр (0.027 дюйма!), что снижает время, необходимое для окраски больших площадей, таких, как фасады многоквартирных домов, цехов фабрик и заводов, корпусов судов, трубопроводов и металлоконструкций.

Скорость окраски профессионального маляра может достигать 20-25 м² окрашенной поверхности за минуту!

Окрасочный аппарат AvS-6001HD оборудован электронной системой контроля оборотов двигателя. Система контроля не только позволяет установить необходимое давление, что необходимо для работы с жидкими теплоизоляционными материалами, но и точно поддерживает необходимое давление во время процесса распыления для высококачественной интерьерной окраски.

Предназначен для распыления материалов средней и высокой вязкости!

Предназначен для высоких объемов окрасочных работ от 10000-15000 м2. Окрасочный агрегат используется при строительстве зданий и сооружений, нанесения финишных и грунтовочных покрытий, нанесения побелки, красок на водных и органических растворителях, огнезащитных составов, битумных и гидроизоляционных мастик, распыления антикоррозионных красок. Окрасочный агрегат возможно использовать на два безвоздушных краскопульта практически с любыми лакокрасочными материалами.
Материалы:

латекс

эмульсии

акриловые краски

эпоксидные составы

шпаклевки

огнезащитные покрытия

штукатурки для внутренних работ

Окрасочные аппараты AvS-6001HD предназначены для использования в промышленном и гражданском строительстве, при производстве фасадных и интерьерных работ, при обработке металлоконструкций от коррозии, в вагоностроении и судостроении.

Мощный окрасочный аппарат для вязких красок, огнезащитных составов и штукатурки. Электрический бесщеточный мощный мотор 3000 Вт регулируется с помощью цифрового блока управления двигателем постоянного тока.

Мощность окрасочного аппарата позволяет распылять вязкие составы используя сопло диаметром 0,037 дюйма для одного краскопульта или на два краскопульта одновременно с максимальным соплом 0,027"".

Инновационный бесщёточный двигатель постоянного тока в агрегате окрасочном высокого давления не требует обслуживания. Компактные размеры позволяют снизить его вес. Благодаря своим улучшенным характеристикам двигатель работает еще более эффективно на низких и высоких скоростях. Датчики давления краски автоматически регулируют скорость оборотов двигателя и обеспечивают равномерную подачу материала.

Простота обслуживания окрасочного аппарата высокого давления. Поршень и уплотнения смазываются специальным маслом-пластификатором «TSL» или «Mesamoll», которое легко заливается в отверстие лобовой крышки аппарата. В эту крышку встроеная масленка с резервуаром для пластификатора. При нажатии сбоку крышки на кнопку пластификатор попадает в горловину гайки и смазывает поверхность поршня аппарата. Масло образует защитную пленку вокруг цилиндра, поршня и уплотнений, предупреждая их преждевременный износ.

Новые практичные саморегулирующиеся уплотнения износостойки и легко заменяются. Срок их службы увеличен на 50%, что значительно сокращает расходы на обслуживание оборудования. Фильтр высокого давления легкодоступен для очистки. Дополнительная фильтрация предупреждает застой краски, экономит рабочее время и упрощает работу с агрегатом. Доступны три варианта фильтров тонкой очистки (тонкий #100, средний #60, грубый #30) , выбор которых определяет в соответствии с рабочим материалом.
Комплектация окрасочного оборудования:

окрасочный аппарат AvS-6001HD

рукав высокого давления 3/8"", L = 15 метров - 1шт.

удлинитель для пистолета 50см

пистолет для шпатлевки с входом 3/8""

соплодержатель

2 сопла: № 629 и № 535

масленка

инструкция

гарантия 12 месяцев

Преимущества окрасочного аппарата AvS-6001HD

Способен работать на два поста одновременно:

Максимальный размер сопла на один пост - 0,037""

Максимальный размер сопла на два поста - 0,027""

компактный окрасочный аппарат установленный на колесную тележку

мощный окрасочный аппарат позволяет подключать два краскопульта одновременно

окрасочный аппарат мало весит и благодаря колесной тележке легко передвигается по строительной площадке

на окрасочном аппарате установлен электронный манометр для контроля за давлением

к окрасочному аппарату можно подключать шланги длиной до 90 метров

к окрасочному аппарату можно прикрутить как тонкие шланги для жидких красок, так и толстые шланги для распыления вязких красок

окрасочный аппарат распыляет краски на водной и органической основе

окрасочный аппарат распыляет краску при температуре окружающей среды от +10 С

окрасочный аппарат предназначен для распыления однокомпонентных красок и для двухкомпонентных красок со сроком жизни от 1 часа.

окрасочный аппарат засасывает краску из ведра, в котором она поставляется

на окрасочном аппарате установлен дополнительный фильтр тонкой очистки для краски.

Для работы с окрасочным аппаратом Вам потребуется:

напряжение от сети 220В/50Гц.

ведро с краской

вода или растворитель для промывки окрасочного аппарата после использования.

Под действием электрического поршневого насоса лакокрасочное покрытие подается через шланг на распылитель для краски. Преимущество безвоздушного электрического окрасочного аппарата: низкая цена, мобильность и легкость аппарата, простота конструкции и легкость в обслуживании.

Очень высокий ресурс работы.
"
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/bezvozdushnie/okrasochnyy-apparat-yokiji-ykj-1050.html;"Аппарат окрасочный AktiSpray AvS-6001HD, комплект (6,0 л/мин, 250 бар, 3000 Вт, 220 В, 50 Гц)";152060.00;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/apparat-okrasochnyj-aktispray-avs-5001hd-komplekt-5-0-l-min-230-bar-2000-vt-220-v-50-gc.html;"Аппарат окрасочный AktiSpray AvS-6001HD, комплект (6,0 л/мин, 250 бар, 3000 Вт, 220 В, 50 Гц)";152060.00;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/porshnevye-apparaty/schtaer-saturn-37-okrasochnyj-apparat.html;"Аппарат окрасочный AktiSpray AvS-6001HD, комплект (6,0 л/мин, 250 бар, 3000 Вт, 220 В, 50 Гц)";152060.00;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/razmetochnye-mashiny/razmetochnaya-mashina-aktispray-avs-14000m1dr-komplekt-na-1-pistolet-5-5-l-min-250-bar-benzin.html;"Аппарат окрасочный AktiSpray AvS-6001HD, комплект (6,0 л/мин, 250 бар, 3000 Вт, 220 В, 50 Гц)";152060.00;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/apparat-okrasochnyj-s-pnevmoprivodom-aktispray-avs-1234-komplekt.html;"Аппарат окрасочный AktiSpray AvS-6001HD, комплект (6,0 л/мин, 250 бар, 3000 Вт, 220 В, 50 Гц)";152060.00;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/pokraska-iznutri/ustrojstvo-dlya-pokraski-truby-iznutri-nkp-1-1.html;"Аппарат окрасочный AktiSpray AvS-6001HD, комплект (6,0 л/мин, 250 бар, 3000 Вт, 220 В, 50 Гц)";152060.00;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/apparat-okrasochnyj-aktispray-avs-5000hd-komplekt-5-0-l-min-230-bar-2000-vt-220-v-50-gc.html;"Аппарат окрасочный AktiSpray AvS-6001HD, комплект (6,0 л/мин, 250 бар, 3000 Вт, 220 В, 50 Гц)";152060.00;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/shtukaturnie-stancii/ustanovka-aktispray-avs-13-20a-dlya-naneseniya-gidroizolyacionnyh-materialov-i-shpatlevki-k-t-s-rukavami-i-pistoletom.html;"Аппарат окрасочный AktiSpray AvS-6001HD, комплект (6,0 л/мин, 250 бар, 3000 Вт, 220 В, 50 Гц)";152060.00;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/razmetochnye-mashiny/razmetochnaya-mashina-aktispray-avs-5500mdr1-komplekt-na-1-pistolet-5-5-l-min-250-bar-benzin.html;;;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/bezvozdushnie/okrasochnyy-apparat-schtaer-p303.html;;;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/membrannye-apparaty/schtaer-saturn-7000-okrasochnyy-apparat-membrannyy.html;;;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/razmetochnye-mashiny/razmetochnaya-mashina-aktispray-avs-5500mdr-komplekt-na-1-pistolet-5-5-l-min-250-bar-benzin.html;;;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/razmetochnye-mashiny/razmetochnaya-mashina-aktispray-avs-14000m2dr-komplekt-na-1-pistolet-5-5-l-min-250-bar-benzin.html;;;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/razmetochnye-mashiny/wega_1.html;;;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/shtukaturnie-stancii/apparat-dlya-naneseniya-shpaklevki-schtaer-spa-1355-dp.html;;;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
;;;https://navsl.ru/katalog/okrasochnoe-oborudovanie/okrasochnye-apparaty/apparat-okrasochnyj-avs-14000m1b-komplekt-14l-min-250-bar-benzin-7-5-l-s-45kg.html;;;Руб/шт;;;;;;;;;-x-x-;;;;;;;;;;;;;;;;;;;;;;;
